Submission ID,Respondent ID,Submitted at,What is your age?,What is your ZIP code?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Marital Status,Household Income,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
9dJ0O5,o2zO1O,10/21/23 17:17,25-34 years old,H1032,2,"At home, At the office, At a cafe",TRUE,TRUE,FALSE,TRUE,FALSE,"French press, Pod/capsule machine (e.g. Keurig/Nespresso), Other",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Moka pot,,,,,,,,,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGboZR,Ex60EB,10/21/23 17:17,18-24 years old,92008,3,"At home, At a cafe, On the go",TRUE,FALSE,TRUE,TRUE,FALSE,"Pour over, French press, Espresso, Other, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Aeropress, moka pot.","Local cafe, Specialty coffee shop",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",TRUE,TRUE,TRUE,FALSE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Honey,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Full Bodied,Medium,Light,Full caffeine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oAVNdO,AB98Ge,10/21/23 17:18,>65 years old,48109,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pod/capsule machine (e.g. Keurig/Nespresso),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Regular drip coffee,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Dark,,2,3,3,3,,3,3,3,,4,3,,,4,3,4,,Coffee C,Coffee D,Coffee C,,,,,,,,,,,,,,,,,,,,,,,,,,
YZzBdN,W8q0dk,10/21/23 17:19,25-34 years old,505415,2,"At home, At the office",TRUE,TRUE,FALSE,FALSE,FALSE,"Pour over, Espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floral,Medium,Light,Full caffeine,10,1,4,4,,1,4,4,,1,4,4,,2,4,4,,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,Yes,$2-$4,More than $20,Yes,$50-$100,Yes,Male,,Single,"Under $25,000",Master's degree,Asian/Pacific Islander,,Unemployed,None,Independent
VZ17Z6,Ex60gl,10/21/23 17:19,35-44 years old,38138,1,"At the office, At home",TRUE,TRUE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Iced coffee,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,6,1,4,3,,3,2,4,,3,4,1,,1,4,5,,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,Yes,$10-$15,More than $20,Yes,$100-$300,Yes,Male,,Married,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,,Employed full-time,3,No affiliation
RzBeZj,g9z4V4,10/21/23 17:21,45-54 years old,60538,More than 4,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Dark,Full caffeine,7,2,3,4,,3,2,2,,2,2,2,,3,3,2,,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$10-$15,$15-$20,Yes,$300-$500,Yes,Male,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,3,No affiliation
0Ej0GZ,AB98gk,10/21/23 17:25,35-44 years old,560078,1,"At the office, At a cafe, At home",TRUE,TRUE,FALSE,TRUE,FALSE,"Pour over, Espresso, Other",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Aeropress,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black",TRUE,TRUE,TRUE,FALSE,FALSE,,"Skim milk, Oat milk",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Granulated Sugar, Brown Sugar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,Nutty,Medium,Medium,Full caffeine,8,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eBxO4l,g9zLeM,10/21/23 17:28,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WApbkQ,Q740Lg,10/21/23 17:30,35-44 years old,90210,2,"At a cafe, At home",TRUE,FALSE,FALSE,TRUE,FALSE,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Floral,Somewhat strong,Blonde,Full caffeine,4,3,4,5,,2,3,4,,2,3,4,,1,2,3,,Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,"I need the ritual, It tastes good",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$6-$8,$4-$6,Yes,"More than $1,000",Yes,Male,,Living with a partner,"$150,000 or more",Less than high school,Black/African American,,Unemployed,2,Independent
0Ej0WA,Z2eljv,10/21/23 17:32,45-54 years old,27613,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Coffee extract (e.g. Cometeer), Pour over",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat light,Light,Full caffeine,8,4,3,3,,2,2,4,,3,2,3,,3,4,5,,Coffee B,Coffee D,Coffee D,I primarily work from home,>$100,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,More than 3,Republican
9dJYlQ,0ekM4Q,10/21/23 17:32,35-44 years old,87109,2,"At home, At the office",TRUE,TRUE,FALSE,FALSE,FALSE,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Aeropress,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Medium,Full caffeine,2,1,5,2,,2,3,3,,2,3,4,,2,2,5,,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,No,$4-$6,$6-$8,Yes,$50-$100,Yes,Male,,Single,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
BGbJzQ,0ekLe9,10/21/23 17:33,35-44 years old,15317,1,"At home, At the office, On the go",TRUE,TRUE,TRUE,FALSE,FALSE,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"National chain (e.g. Starbucks, Dunkin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",FALSE,TRUE,TRUE,TRUE,FALSE,,"Whole milk, Half and half",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Brown Sugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,Chocolatey,Medium,Light,Full caffeine,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OABqpR,0ekL8A,10/21/23 17:35,25-34 years old,90036,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,French press,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Almond milk,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Half caff,7,4,4,1,,3,3,3,,4,4,2,,3,3,2,,Coffee B,Coffee D,Coffee B,,,,,,,,,,,,,,,,,,,,,,,,,,
bl41Zg,8ZrGxl,10/21/23 17:35,45-54 years old,34322,Less than 1,At a cafe,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,Iced coffee,,Sugar or sweetener,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,Granulated Sugar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Sweet,Somewhat strong,Medium,Half caff,2,2,4,4,,2,3,2,,4,2,5,,4,2,4,,Coffee C,Coffee A,Coffee D,I primarily work in person,<$20,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,No,$8-$10,$8-$10,No,$20-$50,Yes,Male,,Single,"$25,000 - $49,999",Some college or associate's degree,White/Caucasian,,Employed full-time,None,Democrat
GrBVrk,Y49O66,10/21/23 17:35,25-34 years old,98498,1,On the go,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,Deli or supermarket,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Cold brew,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,1,2,2,3,,2,2,3,,3,4,3,,4,3,2,,Coffee B,Coffee A,Coffee C,,,,,,,,,,,,,,,,,,,,,,,,,,
WApbYk,yJ1DpX,10/21/23 17:35,35-44 years old,37377,1,"At the office, At home",TRUE,TRUE,FALSE,FALSE,FALSE,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Aeropress,,,,,,,,,Americano,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,"Oat milk, Soy milk",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,Nutty,Medium,Light,Full caffeine,7,4,3,3,"Bitter, soft ",2,3,2,"Hazelnut, bold",2,4,1,Dark roast ,2,2,5,"Fruity, light",Coffee A,Coffee D,Coffee D,I primarily work from home,,"I need the ritual, It tastes good",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$4-$6,Yes,$100-$300,Yes,Female,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation
eBxG20,9741VK,10/21/23 17:36,35-44 years old,12345,3,"At home, At the office",TRUE,TRUE,FALSE,FALSE,FALSE,"Espresso, Pour over, French press, Cold brew",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Espresso,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Medium,Half caff,8,1,1,1,This is just an audit to test if outliers are filtered away,2,2,2,I personally did not have a tasting kit,3,3,3,But the form does not ask me for a kit identifier,4,4,4,A small mistake to fix next time ;),Coffee A,Coffee D,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",No,Male,,Married,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Independent
24x9NA,VzNV8g,10/21/23 17:37,25-34 years old,93536,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pour over, Instant coffee, Cold brew",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Pourover,,"No - just black, Other",TRUE,FALSE,FALSE,FALSE,TRUE,Occasionally I will add collagen powder if I made instant coffee ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAB2qB,19RMVg,10/21/23 17:37,25-34 years old,46224,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,7,2,4,3,,4,3,5,,3,3,4,,2,5,2,,Coffee B,Coffee A,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,No,$4-$6,$6-$8,Yes,"More than $1,000",Yes,Male,,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat
RzBqoJ,Z2eldB,10/21/23 17:37,35-44 years old,94611,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Espresso, Cold brew, Pour over",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Cold brew,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Medium,Light,Full caffeine,7,1,2,4,,4,2,2,,2,3,3,,3,4,5,,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"I need the ritual, It tastes good, I need the caffeine",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
jB98xY,9741VK,10/21/23 17:38,35-44 years old,12345,Less than 1,On the go,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,Local cafe,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Espresso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Very strong,Medium,Half caff,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LdMxB2,2KorQp,10/21/23 17:39,35-44 years old,,2,"At the office, At home, On the go",TRUE,TRUE,TRUE,FALSE,FALSE,"Espresso, Cold brew",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Local cafe,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,"Oat milk, Soy milk",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,Full Bodied,,Medium,Full caffeine,6,2,2,,"Sweet, light honey/toasty notes",4,2,,"Peanut, malt, notable bitterness. A bit thick in texture.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrBOrz,KVGLD8,10/21/23 17:39,25-34 years old,92833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milk, dairy alternative, or coffee creamer, No - just black",TRUE,TRUE,FALSE,FALSE,FALSE,,Oat milk,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Dark,,5,2,4,,Very bright and juicy not my personal preference,3,3,3,Tasted kind of milky and smoooth but the flavor felt very muddy,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dqajd,MEVLbk,10/21/23 17:39,25-34 years old,22201,More than 4,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Areopress,,,,,,,,,Cappuccino,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,6,2,4,4,,5,1,2,,3,3,3,,1,5,5,,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"I need the ritual, I need the caffeine, It tastes good",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$6-$8,More than $20,Yes,$300-$500,No,Male,,Single,"$50,000 - $74,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
VZ1W0E,JOoLLo,10/21/23 17:39,35-44 years old,7090,More than 4,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,"Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, French press, Pour over, Coffee brewing machine (e.g. Mr. Coffee)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Espresso,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Very strong,Medium,Full caffeine,8,1,1,4,,3,2,3,,1,1,3,,1,4,1,,Coffee A,Coffee A,Coffee A,I primarily work from home,>$100,"It tastes good, I need the caffeine, I need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,,Married,"$150,000 or more",Master's degree,White/Caucasian,,Employed full-time,2,No affiliation
NABN5G,yJ1D0p,10/21/23 17:39,45-54 years old,98405,More than 4,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Pod/capsule machine (e.g. Keurig/Nespresso), Other",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Aeropress ,,,,,,,,,Americano,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Dark,Half caff,6,2,5,1,,2,3,5,"Nice mouth feel, coats.",2,2,3,,2,5,1,Unripe fruit. ,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Female,,Single,,,,,,,
6dQY8o,Z2eVLz,10/21/23 17:39,25-34 years old,2169,2,"At home, At a cafe, On the go, At the office",TRUE,TRUE,TRUE,TRUE,FALSE,"Pour over, Espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Specialty coffee shop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Cappuccino,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Light,Full caffeine,8,2,4,4,"Fruity aroma, lighter mouthfeel, lemony-citrusy taste.",4,2,4,"Darker, chocolatey, least aromatic/metallic smell. Full bodied mouthfeel.",4,3,3,"Vegetal initial aroma, some astringency. Least favorite.",1,4,5,"Personal favorite. Sweet smell, berry-like taste, light/medium mouthfeel.",Coffee A,Coffee D,Coffee D,I primarily work in person,>$100,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,,Living with a partner,"$150,000 or more",Bachelor's degree,Asian/Pacific Islander,,Employed full-time,None,Democrat
WAp6va,roYEr5,10/21/23 17:39,45-54 years old,27040,More than 4,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Espresso, Bean-to-cup machine, Pour over",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,Espresso,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,Half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Dark,Full caffeine,8,2,4,2,,3,2,4,,3,3,3,,3,4,2,,Coffee B,Coffee D,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the ritual, I need the caffeine",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,No,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,,Married,"$150,000 or more",Master's degree,Hispanic/Latino,,Employed full-time,3,Independent
EPbVGA,AB98VW,10/21/23 17:39,25-34 years old,40507,,"At home, At the office, At a cafe",TRUE,TRUE,FALSE,TRUE,FALSE,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,Granulated Sugar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,,3,,4,,2,,3,,,,,,,,,,Coffee A,Coffee A,,,,,,,,,,,,,,,,,,,,,,,,,,,
